OBJECTID,CWS,FIPS_NO,CWSNO,CWSID,SILOCAL,SIADDRESS,COUNTY,SITYPE,SIRADIUS,CONTACT,URL,BATTERY_BACKUP,LATITUDE,LONGITUDE,SINAME,BUFF_DIST,ORIG_FID,SHAPEAREA,SHAPELEN
97,17921,111,40,CWS111040,STUART MIDDLE SCHOOL,4601 VALLEY STATION RD,Jefferson,THUNDERBOLT,5280,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,NO,38.110309,-85.844323,40,5280,97,87577053.9616531,33174.6955112191
98,17922,111,41,CWS111041,TRUNNELL ELEMEMTARY SCHOOL,7609 ST ANDREWS CHURCH RD,Jefferson,THUNDERBOLT,5280,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,NO,38.151732,-85.813644,41,5280,98,87577053.9616531,33174.6955112191
99,17923,111,42,CWS111042,BELLARMINE COLLEGE,BEHIND 1620 RICHMOND DR,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.220387,-85.70854,42,6200,99,120756336.125609,38955.2259443638
100,17924,111,43,CWS111043,WATSON LANE ELEMENTARY SCHOOL,7201 WATSON LN,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.060076,-85.897624,43,6200,100,120756336.125609,38955.2259443638
101,17925,111,44,CWS111044,WESTPORT MIDDLE SCHOOL,8100 WESTPORT RD,Jefferson,THUNDERBOLT,5280,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,NO,38.275389,-85.599216,44,5280,101,87577053.9616531,33174.6955112191
102,17926,111,45,CWS111045,WHEELER ELEMENTARY SCHOOL,5700 CYNTHIA DR,Jefferson,THUNDERBOLT,5280,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,NO,38.165844,-85.573912,45,5280,102,87577053.9616531,33174.6955112191
103,17927,111,46,CWS111046,WILDER ELEMENTARY SCHOOL,1913 HERR LN,Jefferson,THUNDERBOLT,5280,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,NO,38.278499,-85.621749,46,5280,103,87577053.9616531,33174.6955112191
104,17928,111,47,CWS111047,WILKERSON ELEMENTARY SCHOOL,5601 JOHNSONTOWN RD,Jefferson,THUNDERBOLT,5280,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,NO,38.123644,-85.874105,47,5280,104,87577053.9616531,33174.6955112191
105,17929,111,48,CWS111048,ZACHARY TAYLOR ELEMENTARY SCHOOL,9620 WESTPORT RD,Jefferson,THUNDERBOLT,5280,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,NO,38.286068,-85.573529,48,5280,105,87577053.9616531,33174.6955112191
106,17930,111,49,CWS111049,OKOLONA FPD STA. #3,1714 RANGELAND RD,Jefferson,TRIAD,5280,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,NO,38.16456,-85.668602,49,5280,106,87577053.9616531,33174.6955112191
107,17931,111,50,CWS111050,BUECHEL FPD,4101 BARDSTOWN RD,Jefferson,TRIAD,5280,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,NO,38.192741,-85.646738,50,5280,107,87577053.9616531,33174.6955112191
108,17932,111,51,CWS111051,ACCESS DATA SERVICES,1441 LINCOLN AVE,Jefferson,TRIAD,5280,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,NO,38.193644,-85.713979,51,5280,108,87577053.9616531,33174.6955112191
109,17933,111,52,CWS111052,CAMP TAYLOR FPD,4649 POPLAR LEVEL RD,Jefferson,TRIAD,5280,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,NO,38.181032,-85.694391,52,5280,109,87577053.9616531,33174.6955112191
110,17934,111,53,CWS111053,1904 Park Road - Former Dixie Suburban FD,1904 PARK RD,Jefferson,TRIAD,5280,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,NO,38.19544,-85.809971,53,5280,110,87577053.9616531,33174.6955112191
111,8757,111,54,CWS111054,SO BAPTIST SEMINARY - BOYCE COLLEGE,2825 LEXINGTON RD,Jefferson,ULTRA VOICE,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.247444,-85.686071,54,6200,111,120756336.125609,38955.2259443638
112,17935,111,55,CWS111055,FORMER EDGEWOOD VFD,1127 ORCHARD AVE,Jefferson,TRIAD,5280,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,NO,38.176225,-85.715265,55,5280,112,87577053.9616531,33174.6955112191
113,17936,111,56,CWS111056,HORNBACK PARK,709 FAIRDALE RD,Jefferson,TRIAD,5280,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,NO,38.1082,-85.755512,56,5280,113,87577053.9616531,33174.6955112191
114,17937,111,57,CWS111057,FERN CREEK FPD #1,6200 BARDSTOWN RD,Jefferson,TRIAD,5280,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,NO,38.156681,-85.591014,57,5280,114,87577053.9616531,33174.6955112191
115,17938,111,58,CWS111058,FERN CREEK FPD NO. 4,7200 BILLTOWN RD,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.139648,-85.54066,58,6200,115,120756336.125609,38955.2259443638
116,17939,111,59,CWS111059,FERN CREEK FPD #3,7700 ROUTT RD,Jefferson,TRIAD,5280,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,NO,38.127414,-85.470134,59,5280,116,87577053.9616531,33174.6955112191
117,17940,111,60,CWS111060,HARRODS CREEK FPD #2,5230 RIVER RD,Jefferson,TRIAD,5280,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,NO,38.314791,-85.647654,60,5280,117,87577053.9616531,33174.6955112191
118,17941,111,61,CWS111061,HIGHVIEW FPD #1,7308 FEGENBUSH LN,Jefferson,TRIAD,5280,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,NO,38.143208,-85.624882,61,5280,118,87577053.9616531,33174.6955112191
119,17942,111,62,CWS111062,HIGHVIEW FPD #3,10200 CEDAR CREEK RD,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,NO,38.095891,-85.615734,62,6200,119,120756336.125609,38955.2259443638
120,17943,111,63,CWS111063,JEFFERSONTOWN FPD #1,10540 WATTERSON TRAIL,Jefferson,TRIAD,5280,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,NO,38.194992,-85.563613,63,5280,120,87577053.9616531,33174.6955112191
121,17944,111,64,CWS111064,NORTHEAST CHRISTIAN CHURCH,9900 BROWNSBORO RD,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.310536,-85.565715,64,6200,121,120756336.125609,38955.2259443638
122,17945,111,65,CWS111065,KROGER WAREHOUSE,2000 NELSON MILLER PKWY,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.273985,-85.512271,65,6200,122,120756336.125609,38955.2259443638
123,17946,111,66,CWS111066,FERN CREEK FPD ST # 2,9409 Old Bardstown Rd,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.104514,-85.566967,66,6200,123,120756336.125609,38955.2259443638
124,17947,111,67,CWS111067,LOUISVILLE DIVISION OF FIRE,3228 RIVER PARK DR,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.254158,-85.806616,67,6200,124,120756336.125609,38955.2259443638
125,17948,111,68,CWS111068,LYNDON FPD #1,8126 NEW LA GRANGE RD,Jefferson,TRIAD,5280,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,NO,38.258686,-85.602045,68,5280,125,87577053.9616531,33174.6955112191
126,17949,111,69,CWS111069,KENNEDY METRO MIDDLE SCHOOL,4515 TAYLORSVILLE RD,Jefferson,TRIAD,5280,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,NO,38.220148,-85.597634,69,5280,126,87577053.9616531,33174.6955112191
127,17950,111,70,CWS111070,OKOLONA FPD #2,10508 OLD PRESTON HWY,Jefferson,TRIAD,5280,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,NO,38.09698,-85.672108,70,5280,127,87577053.9616531,33174.6955112191
128,17951,111,71,CWS111071,GENERAL ELECTRIC APPLIANCE PARK,5900 FEGENBUSH LN,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.172006,-85.640058,71,6200,128,120756336.125609,38955.2259443638
129,17952,111,72,CWS111072,PLEASURE RIDGE PARK FPD STA. #8,6501 BETHANY LN,Jefferson,TRIAD,5280,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.100635,-85.882966,72,5280,129,87577053.9616531,33174.6955112191
130,17953,111,73,CWS111073,WORTHINGTON FPD #1,4700 MURPHY LN,Jefferson,TRIAD,5280,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,NO,38.312017,-85.540623,73,5280,130,87577053.9616531,33174.6955112191
131,17954,111,74,CWS111074,WORTHINGTON FPD #2,8412 BROWNSBORO RD,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.299934,-85.59257,74,6200,131,120756336.125609,38955.2259443638
132,17955,111,75,CWS111075,BOWMAN FIELD,2815 TAYLORSVILLE RD,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.23367,-85.657444,75,6200,132,120756336.125609,38955.2259443638
133,17956,111,76,CWS111076,GOLDEN FOODS,2520 7TH STREET RD,Jefferson,WHEELAN,5280,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,NO,38.214964,-85.786169,76,5280,133,87577053.9616531,33174.6955112191
134,17957,111,77,CWS111077,LOUISVILLE TECHNOLOGY PARK,163 ROCHESTER DR,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.170739,-85.760309,77,6200,134,120756336.125609,38955.2259443638
135,17958,111,78,CWS111078,WARWICK PARK,622 KENTUCKY AVE,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.259871,-85.617733,78,6200,135,120756336.125609,38955.2259443638
136,17959,111,79,CWS111079,GUTHERMUTH ELEMENTARY SCHOOL,1500 SANDERS LN,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.177775,-85.806831,79,6200,136,120756336.125609,38955.2259443638
137,17960,111,80,CWS111080,MEMORIAL AUDITORIUM PARKING LOT,1000 S 5TH ST,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.238617,-85.761224,80,6200,137,120756336.125609,38955.2259443638
138,17961,111,81,CWS111081,CARDINAL ALUMINUM CO,4005 OAKLAWN DR,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.148145,-85.683355,81,6200,138,120756336.125609,38955.2259443638
139,17962,111,82,CWS111082,PRP FPD TRAINING CENTER,8201 GREENWOOD RD,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.149365,-85.896976,82,6200,139,120756336.125609,38955.2259443638
140,17963,111,83,CWS111083,FORD ASSEMBLY PLANT,3520 CHAMBERLAIN LN,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.295275,-85.540635,83,6200,140,120756336.125609,38955.2259443638
141,17964,111,84,CWS111084,WILT ELEMENTARY SCHOOL,6700 PRICE LANE RD,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.102344,-85.639396,84,6200,141,120756336.125609,38955.2259443638
142,17965,111,85,CWS111085,ST MATTHEWS,169 ST MATTHEWS AVE,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.256995,-85.653274,85,6200,142,120756336.125609,38955.2259443638
143,17966,111,86,CWS111086,JCPS BLANKENBAKER BUS COMPOUND,13075 MIDDLETOWN INDUSTRIAL BLVD,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.252588,-85.506276,86,6200,143,120756336.125609,38955.2259443638
144,17967,111,87,CWS111087,JEFFERSON CO PUBLIC WORKS,617 OUTER LOOP,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.127007,-85.753498,87,6200,144,120756336.125609,38955.2259443638
145,17968,111,88,CWS111088,EASTWOOD FPD #1,16010 SHELBYVILLE RD,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.233613,-85.45717,88,6200,145,120756336.125609,38955.2259443638
146,17969,111,89,CWS111089,EASTWOOD FPD #2,15000 TAYLORSVILLE RD,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.191104,-85.464953,89,6200,146,120756336.125609,38955.2259443638
147,17970,111,90,CWS111090,SIGNS NOW LOUISVILLE,1700 RESEARCH DR,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.221619,-85.556397,90,6200,147,120756336.125609,38955.2259443638
148,17971,111,91,CWS111091,HIGHVIEW FPD #2,8001 SMYRNA PKY,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.130853,-85.641714,91,6200,148,120756336.125609,38955.2259443638
149,17972,111,92,CWS111092,CHENOWETH ELEMENTARY SCHOOL,3622 BROWNSBORO RD,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.263929,-85.669389,92,6200,149,120756336.125609,38955.2259443638
150,17973,111,93,CWS111093,GREATHOUSE ELEMENTARY SCHOOL,2700 BROWNS LN,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.226204,-85.623079,93,6200,150,120756336.125609,38955.2259443638
151,17974,111,94,CWS111094,HARRODS CREEK FPD #1,8905 U S HIGHWAY 42,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.336638,-85.622633,94,6200,151,120756336.125609,38955.2259443638
152,17975,111,95,CWS111095,FAIRDALE FPD #2,7940 3RD STREET RD,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.128382,-85.794807,95,6200,152,120756336.125609,38955.2259443638
153,17976,111,96,CWS111096,MSD SUBSTATION,151 CABEL ST,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.25883511,-85.72805475,96,6200,153,120756336.125609,38955.2259443638
154,17977,111,97,CWS111097,CHARLIE VETTINER PARK,5550 CHARLIE VETTINER PARK RD,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.171099,-85.558399,97,6200,154,120756336.125609,38955.2259443638
155,0,111,98,CWS111098,VALLEY VIEW BAPTIST CHURCH,8911 3RD STREET RD,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.114615,-85.815416,98,6200,155,120756336.125609,38955.2259443638
156,17979,111,99,CWS111099,AUBURNDALE ELEMENTARY SCHOOL,5749 NEW CUT RD,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.135541,-85.771476,99,6200,156,120756336.125609,38955.2259443638
157,17980,111,100,CWS111100,WATTERSON ELEMENTARY SCHOOL,3900 BRECKENRIDGE LN,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.190574,-85.628112,100,6200,157,120756336.125609,38955.2259443638
158,17981,111,101,CWS111101,MSD MELCO BASIN,6701 GRADE LN,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.152171,-85.734198,101,6200,158,120756336.125609,38955.2259443638
159,17982,111,102,CWS111102,BELLSOUTH,12050 TAYLORSVILLE RD,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.185691,-85.534005,102,6200,159,120756336.125609,38955.2259443638
160,17983,111,103,CWS111103,CHRISTIAN ACADEMY,700 S ENGLISH STATION RD,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.228581,-85.496812,103,6200,160,120756336.125609,38955.2259443638
161,17984,111,104,CWS111104,VALLEY CHURCH OF THE NAZARENE,12519 DIXIE HWY,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.072266,-85.883296,104,6200,161,120756336.125609,38955.2259443638
162,17985,111,105,CWS111105,BARRET TRADITIONAL MIDDLE SCHOOL,2561 GRINSTEAD DR,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.250483,-85.696315,105,6200,162,120756336.125609,38955.2259443638
163,17986,111,106,CWS111106,LG&E MILLCREEK,14660 DIXIE HWY,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.052643,-85.901555,106,6200,163,120756336.125609,38955.2259443638
164,17987,111,107,CWS111107,ST. PATRICK SCHOOL,1000 N BECKLEY STATION RD,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.252398,-85.480133,107,6200,164,120756336.125609,38955.2259443638
165,17988,111,108,CWS111108,MSD MUDDY FORK PUMP STATION,2120 INDIAN HILLS TRAIL,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.285185,-85.67934,108,6200,165,120756336.125609,38955.2259443638
166,17989,111,109,CWS111109,CONAGRA FOODS,12650 WESTPORT RD,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.300513,-85.514751,109,6200,166,120756336.125609,38955.2259443638
167,17990,111,110,CWS111110,MEDIAN @ SIX MILE LN & HURSTBOURNE PKWY SO,8215 SIX MILE LN,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.198969,-85.604807,110,6200,167,120756336.125609,38955.2259443638
168,17991,111,111,CWS111111,MEDORA ELEMENTARY SCHOOL,11801 DEERING RD,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.090181,-85.872731,111,6200,168,120756336.125609,38955.2259443638
169,17992,111,112,CWS111112,BEHIND DODGE DEALER ON PRESTON,1122 ULRICH AVE,Jefferson,TRIAD,5280,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.158291,-85.700025,112,5280,169,87577053.9616531,33174.6955112191
170,8260,111,113,CWS111113,VETERAN'S HOSPITAL,800 ZORN AVE,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.267566,-85.697674,113,6200,170,120756336.125609,38955.2259443638
171,0,111,114,CWS111114,BLAIRWOOD,9800 BLAIRWOOD RD,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.225366,-85.579175,114,6200,171,120756336.125609,38955.2259443638
172,0,111,115,CWS111115,LOCUS CREEK,18206 SHELBYVILLE RD,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.235196,-85.424735,115,6200,172,120756336.125609,38955.2259443638
173,0,111,116,CWS111116,1800 ECHO TRAIL,1800 ECHO TRAIL,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.210851,-85.467712,117,6200,173,120756336.125609,38955.2259443638
174,0,111,117,CWS111117,4002 S POPE LICK RD,4002 S POPE LICK RD,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.185143,-85.487372,118,6200,174,120756336.125609,38955.2259443638
175,0,111,118,CWS111118,11350 BEARCAMP RD,11350 BEARCAMP RD,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.095947,-85.814489,119,6200,175,120756336.125609,38955.2259443638
176,0,111,119,CWS111119,TOM WALLACE RD/JEFFERSON MERMORIAL PARK,11310 MITCHELL HILL RD,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.08554,-85.774812,120,6200,176,120756336.125609,38955.2259443638
177,0,111,120,CWS111120,6310 OLD HEADY,6310 OLD HEADY RD,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.160972,-85.500011,121,6200,177,120756336.125609,38955.2259443638
178,0,111,121,CWS111121,4607 BLEVINS GAP RD,4607 BLEVINS GAP RD,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.068959,-85.84381,122,6200,178,120756336.125609,38955.2259443638
179,17993,111,122,CWS111122,CANE RUN ELEMENTARY SCHOOL,3951 CANE RUN RD,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.209082,-85.823522,200,6200,179,120756336.125609,38955.2259443638
180,17994,111,123,CWS111123,LAKE DREAMLAND FIRE DEPARTMENT #2,4912 CAMP GROUND RD,Jefferson,MCP4 W/PA,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.20495608,-85.85200924,201,6200,180,120756336.125609,38955.2259443638
181,17995,111,124,CWS111124,RIVER GARDEN PARK,3899 LEES LN,Jefferson,MCP4 W/PA,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.190266,-85.865998,202,6200,181,120756336.125609,38955.2259443638
182,17996,111,125,CWS111125,LOWER HUNTERS TRACE,6501 HACKEL DR,Jefferson,MCP4 W/PA,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.168531,-85.87317,203,6200,182,120756336.125609,38955.2259443638
183,17997,111,126,CWS111126,LOUISVILLE METRO POLICE 4TH  DISTRICT/KENNEDY SCHOOL,3807 YOUNG AVE,Jefferson,MCP4,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.231214,-85.819095,204,6200,183,120756336.125609,38955.2259443638
184,17998,111,127,CWS111127,LAKE DREAMLAND FIRE DEPARTMENT #1,4603 CANE RUN RD,Jefferson,ULTRA VOICE,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.19237998,-85.8453762,205,6200,184,120756336.125609,38955.2259443638
185,17999,111,128,CWS111128,SHAWNEE PARK MAINTENANCE BLDG,4501 W BROADWAY,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.251378,-85.827541,206,6200,185,120756336.125609,38955.2259443638
186,18000,111,129,CWS111129,WATERFRONT PARK,129 RIVER RD,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.259492,-85.750485,220,6200,186,120756336.125609,38955.2259443638
187,18001,111,130,CWS111130,UNIVERSITY OF LOUISVILLE BELKNAP CAMPUS,2010 S AVERY COURT WALK,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.218408,-85.759794,221,6200,187,120756336.125609,38955.2259443638
188,18002,111,131,CWS111131,U OF L PAPPA JOHN'S STADIUM,2800 S FLOYD ST,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.205902,-85.758792,222,6200,188,120756336.125609,38955.2259443638
189,18003,111,132,CWS111132,KY FAIR & EXPOSITION CENTER,3923 CRITTENDEN DR,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.198462,-85.745746,223,6200,189,120756336.125609,38955.2259443638
190,0,111,133,CWS111133,UNIVERSITY OF LOUISVILLE SHELBY CAMPUS,950 N HURSTBOURNE PKWY,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.258296,-85.579851,224,6200,190,120756336.125609,38955.2259443638
191,0,111,134,CWS111134,WOLF PEN BRANCH,WOLF PEN BRANCH ROAD AT THE GENE SNYDER,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.321027,-85.613287,134,6200,191,120756336.125609,38955.2259443638
192,0,111,135,CWS111135,TURKEY RUN,9401 BROAD RUN ROAD,Jefferson,DC2001,6200,(502)572-3458,http://portal.louisvilleky.gov/dataset/emergency-warning-sirens,YES,38.113739,-85.527863,135,6200,192,120756336.125609,38955.2259443638
